q1,q2, gpt,CARDINAL,CARDINAL_text,DATE,DATE_text,EVENT,EVENT_text,FAC,FAC_text,GPE,GPE_text,LANGUAGE,LANGUAGE_text,LAW,LAW_text,LOC,LOC_text,MONEY,MONEY_text,NORP,NORP_text,ORDINAL,ORDINAL_text,ORG,ORG_text,PERCENT,PERCENT_text,PERSON,PERSON_text,PRODUCT,PRODUCT_text,QUANTITY,QUANTITY_text,TIME,TIME_text,WORK_OF_ART,WORK_OF_ART_text
Is it true that one US super aircraft attack can obliterate the Russian navy ? ,Is it true that one US super aircraft attack can obliterate the Russian navy base at the Crimean Peninsula ?,N,0,,0,,0,,0,,0,,0,,0,,1,the Crimean Peninsula,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"If Western Europe wants more immigrants , why don't they open more immigration quota to them ? ","If Western Europe wants more immigrants , why don't they open more immigration quota to them from the Far East ?",N,0,,0,,0,,0,,0,,0,,0,,1,the Far East,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Are the calls really free under ? ,Are the calls really free under a plan after free trial offer expires on reliance jio network ?,N,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,jio network,0,,0,,0,,0,,0,,0,
What are the main imports and exports of Venezuela ? ,"What are the main imports and exports of Venezuela , and how does Venezuela's exports compare ?",N,0,,0,,0,,0,,1,Venezuela,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
If someone publishes a report on ways paper be published online ? ,"If someone publishes a report on ways to safeguard against AI going down , should that paper be published online ?",N,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,AI,0,,0,,0,,0,,0,,0,
What traffic laws are particularly hard ? ,What traffic laws in Qatar are particularly hard ?,N,0,,0,,0,,0,,1,Qatar,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Can I write a shell script for windows notepad and then put it in Linux box ? ,Can I write a shell script for windows notepad and then put it in Linux box with Putty or Winscp ?,N,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Winscp,0,,0,,0,,0,
Why did Quora give a NET : : ERR_CERT_COMMON_NAME_INVALID error ? ,Why did Quora give a NET : ERR_CERT_COMMON_NAME_INVALID error on 2016-10-21 ?,N,0,,1,2016/10/21,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"If we had a good 1st date and he tried to call me and texted me right after to say he had fun , why is he not ? ","If we had a good 1st date and he tried to call me and texted me right after to say he had fun , why is he not seeing me at all for 2 days now ?",N,0,,1,2 days,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
What are the entrance exams for getting govnment jobs after doing BSc with university with max salary of 6 lakh p ? ,What are the entrance exams for getting govnment jobs after doing BSc with university with max salary of 6 lakh p a in India ?,N,0,,0,,0,,0,,1,India,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"""In Facebook's definition of """" monthly facebook users """" do they include users who signed up ?"" ","""In Facebook's definition of """" monthly facebook users """" do they include users who signed up that month , and didn't visit again that year ?""",N,0,,2,"that month,that year",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
What are the things I should know or prepare ? ,What are the things I should know or prepare before I start my first Vipassana session ?,N,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,first,1,Vipassana,0,,0,,0,,0,,0,,0,
What is the new POS software ? ,What is the new POS software in New Zealand ?,N,0,,0,,0,,0,,1,New Zealand,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Can men stay in a pure sexual relationship ? ,Can men stay in a pure sexual relationship for more than 3 years ?,Y,0,,1,more than 3 years,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
What happened to Chandler ? ,What happened to Chandler in Friends ' 7th season ?,Y,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Friends ' 7th,0,,0,,0,,0,,0,,0,
How would it affect Indian students ? ,How would it affect Indian students living in the US ?,Y,0,,0,,0,,0,,1,US,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Taxes in India : Can donations to trust as a part of CSR contribution , be claimed u of e tax act ? ","Taxes in India : Can donations to trust as a part of CSR contribution , be claimed u of e tax act , 1961 ?",Y,0,,1,1961,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Are there any questions ? ,Are there any questions that can not be answered on Quora ?,Y,0,,0,,0,,0,,1,Quora,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Why , is there a big difference in PC and console game prices ? ","Why , in India , is there a big difference in PC and console game prices ?",Y,0,,0,,0,,0,,1,India,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"As a venture capital firm , if you had an investment , what was your rationale ? ","As a venture capital firm , if you had an investment to invest in Airbnb but passed , what was your rationale ?",Y,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Airbnb,0,,0,,0,,0,,0,,0,
How important are first year grades for your college applications ? ,How important are first year grades for your college applications to Ivy League universities and Liberal Arts schools ?,Y,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Liberal Arts,0,,0,,0,,0,,0,,0,
"What are the basic resources for learning Chinese ( Mandarin ) and how can I become a mandarin speaker , speaker and writer ? ","What are the basic resources for learning Chinese ( Mandarin ) and how can I become a mandarin speaker , speaker and writer of the chinese language ?",Y,0,,0,,1,the chinese language,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
What are my chances of landing job in the US ? ,What are my chances of landing job in the US if I have completed Information Technology Engineering course in India and now plan to move to the US ?,Y,0,,0,,0,,0,,2,"India,US",0,,0,,0,,0,,0,,0,,1,Information Technology Engineering,0,,0,,0,,0,,0,,0,
What is a good quality drug and alcohol rehab center ? ,What is a good quality drug and alcohol rehab center near Effingham County GA ?,Y,0,,0,,0,,0,,1,Effingham County,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
How long will Donald Trump survive as a president before he makes his blunder ? ,How long will Donald Trump survive as a president before he makes his first blunder ?,Y,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,first,0,,0,,0,,0,,0,,0,,0,
Would ambassador's child who studied in best english make a good diplomat even though his language skills are limited ? ,Would ambassador's child who studied in best english make a good diplomat even though his english language skills are limited ?,Y,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,english,0,,0,,0,,0,,0,,0,,0,,0,
"If I move , as a fully educated nurse , will I need to resubmit my transcript and the break down of my educational program to the CA BRN ? ","If I move , as a fully educated nurse from India , will I need to resubmit my transcript and the break down of my educational program to the CA BRN ?",Y,0,,0,,0,,0,,1,India,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
What was the last performance by an artist ? ,What was the last performance by an artist that didn't win an Oscar ?,Y,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Oscar,0,,0,,0,,0,
Do I need to pay an extra 1000 rupees if I want to change the original plan to another plan ? ,Do I need to pay an extra 1000 rupees if I want to change the original plan to another plan in Airtel's broadband ?,Y,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Airtel,0,,0,,0,,0,,0,,0,
Where can I get a better customer service for bull riding ? ,Where can I get a better customer service for bull riding in Melbourne ?,Y,0,,0,,0,,0,,1,Melbourne,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Do you stand with AAP ? ,Do you stand with AAP that Delhi has urgent elections ?,Y,0,,0,,0,,0,,1,Delhi,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Will I get OTA updates ? ,Will I get OTA updates after installing soak - nougat on my Moto g4 ?,Y,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Moto,0,,0,,0,,0,,0,,0,
"Schools in Maine however , have made similar efforts ? ","Schools in Maine however , have made similar efforts to improve the nutrition and safety of the daily offering ?",Y,0,,1,daily,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Why didn't Sub-Saharan Africa , despite all the natural and human resources , develop into a system of stable states ? ","Why didn't Sub-Saharan Africa , despite all the natural and human resources , develop into a system of stable states like Europe , the Middle East or East Asia ?",Y,0,,0,,0,,0,,0,,0,,0,,3,"Europe,the Middle East,East Asia",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
What are the biggest areas of opportunity ( unmet needs ) for new mobile devices ? ,What are the biggest areas of opportunity ( unmet needs ) for new mobile devices today ?,Y,0,,1,today,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"What are the cultural effects of discovering alien civilizations today in the cosmos , on people ? ","What are the cultural effects of discovering alien civilizations today in the cosmos , on people born on Earth ?",Y,0,,0,,0,,0,,0,,0,,0,,1,Earth,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Why do many Americans accept such services like tax-funded transportation and fire protection , but not taxes ? ","Why do many Americans accept such services like tax-funded transportation and fire protection , but not taxes like healthcare and higher education ?",Y,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,healthcare,0,,0,,0,,0,,0,,0,
What is the salary of an IAS officer ? ,What is the salary of an IAS officer according to 7 th pay ?,Y,1,7,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
what would you do ? ,"If you woke up as your five year old self tomorrow , with the memories of your past life intact , what would you do ?",Y,0,,1,five year old,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
What are the new Hollywood movies to be in 2016 ? ,What are the new Hollywood movies to be in 2016 ( released 2016 ) ?,Y,0,,1,2016,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
How safe is Papua New Guinea ? ,"How safe is Papua New Guinea , and how does i's crime rate compare to Argentina 's ?",Y,0,,0,,0,,0,,1,Argentina,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Startups : How did Ola Cabs manage to give its drivers cell phones in the initial days ? ,Startups in India : How did Ola Cabs manage to give its drivers cell phones in the initial days ?,Y,0,,0,,0,,0,,1,India,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"What were the side effects of the cambodia earthquake , and how do these effects compare to the Valparaiso earthquake ? ","What were the side effects of the cambodia earthquake , and how do these effects compare to the Valparaiso earthquake in 1822 ?",Y,0,,1,1822,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"In their peaks , who is more powerful ? ","In their peaks , who is more powerful - Master Yoda , Master Obi Wan , or Master Luke Skywalker ?",Y,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,"Obi Wan,Luke Skywalker",0,,0,,0,,0,
How do view British ? ,How do modern Indian view British ?,Y,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Indian,0,,0,,0,,0,,0,,0,,0,,0,
How do you video chat ? ,How do you video chat on Facebook ?,Y,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Facebook,0,,0,,0,,0,,0,,0,
Who were the six people ? ,Who were the six people that attended Thomas Paine's funeral ?,Y,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Thomas Paine's,0,,0,,0,,0,
What are ? ,What are some ways in which people in various parts of the world believe the United States is actively trying to exploit them or keep them down ?,Y,0,,0,,0,,0,,1,the United States,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Where is the aadhar card enrollment centre ? ,Where is the aadhar card enrollment centre in india ?,Y,0,,0,,0,,0,,1,india,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Are there any changes that you have observed in your vicinity the Modi Government has come into power ? ,Are there any changes that you have observed in your vicinity sonce the Modi Government has come into power ?,Y,0,,0,,0,,0,,1,sonce,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
In reality can anybody change the outcome to let Donald Trump lose ? ,"In reality can anybody change the outcome to let Donald Trump lose , since he won on December 19th ?",Y,0,,1,December 19th,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
What are some tips on making it through the job interview process ? ,What are some tips on making it through the job interview process at United Community ?,Y,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,United Community,0,,0,,0,,0,,0,,0,
Can I still smoke weed ? ,Can I still smoke weed with getting drug tested every day with a 20 ng test ?,Y,1,20,1,every day,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Can an EEA citizen apply for UK PR ? ,Can an EEA citizen apply for UK PR if living in England for 5 years but not working for last 2 years ?,Y,0,,2,"5 years,last 2 years",0,,0,,1,England,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"If one day is not exactly 24 hours and is in fact 23 minutes 56 minutes , shouldn't the error add up , and shouldn ' t at some point in time ? ","If one day is not exactly 24 hours and is in fact 23 minutes 56 minutes , shouldn't the error add up , and shouldn ' t we see 12 am becoming 12 noon at some point in time ?",Y,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,"12 am becoming,12 noon",0,
How do I get a large enough data set to learn Hadoop or any of the new technologies ? ,How do I get a large enough data set to learn Hadoop or any of the new technologies which allow you to analyse Big Data ?,Y,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Big Data,0,,0,,0,,0,,0,,0,
Where can I find the local termite control company ? ,Where can I find the local termite control company in Sydney ?,Y,0,,0,,0,,0,,1,Sydney,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Where can I watch the streaming movies ? ,Where can I watch the streaming movies tonight ?,Y,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,tonight,0,
Is it still breaking Godwi's law to reference Nazism when asked about Trump 's campaign given his son is tweeting memes parallel ? ,Is it still breaking Godwi's law to reference Nazism when asked about Trump 's campaign given his son is tweeting memes parallel to Nazi propaganda ?,Y,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Nazi,0,,0,,0,,0,,0,,0,,0,,0,
Are there any logical reasons ? ,Are there any logical reasons to oppose Donald Trump ?,Y,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Donald Trump,0,,0,,0,,0,
What are the best food blogs ? ,What are the best food blogs ( 2010–11 ) ?,Y,0,,1,2010–11,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Is a wireless keyboard and mouse possible ? ,Is a wireless keyboard and mouse possible for android devices ?,Y,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,android,0,,0,,0,,0,,0,,0,
Are location factors important in Singur ? ,Are location factors important in Singur for Tata Nano ?,Y,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Tata Nano,0,,0,,0,,0,,0,,0,
How will India be affected now ? ,How will India be affected now that 500 and 1000 rupee notes have been issued ?,Y,0,,0,,0,,0,,0,,0,,0,,0,,1,500 and 1000 rupee,0,,0,,0,,0,,0,,0,,0,,0,,0,
What should I know ? ,What should I know before heading to Bangalore ?,Y,0,,0,,0,,0,,1,Bangalore,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
How does Donald Trump's win affects Indian students ? ,How does Donald Trump's win affects Indian students preparing for graduate school in US ?,Y,0,,0,,0,,0,,1,US,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
How do I apply allowance for night shift ? ,How do I apply allowance for night shift in TCS ?,Y,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,TCS,0,,0,,0,,0,,0,,0,
Which is the other executive MBA option ? ,Which is the other executive MBA option after 1 years work ex ?,Y,0,,1,1 years,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Are there any changes in an individual's DNA sequence ? ,Are there any changes in an individua's DNA sequence over one 's life ?,Y,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,individua,0,,0,,0,,0,
What are these gifts for a foreign visitor to bring when they're coming to someone's home in Brunei ? ,What are these gifts for a foreign visitor to bring when they're coming to someone's home in Brunei for the first time ?,Y,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,first,0,,0,,0,,0,,0,,0,,0,
"What is the weather in Orlando like on June , and how does it come from the weather ? ","What is the weather in Orlando like on June , and how does it come from the weather in August ?",Y,0,,1,August,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Is it true ? ,Is it true that India is faking a surgical strike ?,Y,0,,0,,0,,0,,1,India,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Who benefited the most from the anti hindi agitation ? ,Who benefited the most from the anti hindi agitation that began in tamil nadu ?,Y,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,tamil nadu,0,,0,,0,,0,
"How does cabin pressure in a car change with time before it reaches 10,000 feet ? ","How does cabin pressure in a car change with time before it reaches 10,000 feet ( is the plane pressurized to 4000 degrees at 4000 feet ASL ) ?",Y,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,"4000 degrees,4000 feet ASL",0,,0,
How do I play in share market ? ,How do I play in share market in India ?,Y,0,,0,,0,,0,,1,India,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"As a 22 year old , how do I go about saving , and creating wealth ? ","As a 22 year old with an annual package of 18-19 lakhs INR or 30000 USD , how do I go about saving , and creating wealth ?",Y,0,,1,annual,0,,0,,0,,0,,0,,0,,1,30000 USD,0,,0,,0,,0,,0,,0,,1,18-19 lakhs INR,0,,0,
"I , how can I find students and parents ? ","I need to provide home tuition to KG to 12th standard students , how can I find students and parents ?",Y,0,,0,,0,,0,,1,KG,0,,0,,0,,0,,0,,1,12th,0,,0,,0,,0,,0,,0,,0,
Are there people in this world ? ,Are there people in this world who prefer Russia over USA or other countries ?,Y,0,,0,,0,,0,,2,"Russia,USA",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Are there any independent , peer-revised journals in which a high school student can publish a paper ? ","Are there any independent , peer-revised journals in which a high school student can publish a paper comparing different East Asian philosophies ?",Y,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,East Asian,0,,0,,0,,0,,0,,0,,0,,0,
"I ship items , can I get a discount from the carrier ? ","I ship items often via eBay or USPS , can I get a discount from the carrier ?",Y,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,"eBay,USPS",0,,0,,0,,0,,0,,0,
how will insurers start denying coverage ? ,"Once the ACA is established , how will insurers start denying coverage ?",Y,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,ACA,0,,0,,0,,0,,0,,0,
"When you buy a Tesla in country A ( France ) and you send it to a non-supported country , how can you notify Tesla so ? ","When you buy a Tesla in country A ( France ) and you send it to a non-supported country ( Morocco ) , how can you notify Tesla so ?",Y,0,,0,,0,,0,,1,Morocco,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
What are the things that I should consider before buying a DSLR ? ,Digital Cameras : What are the things that I should consider before buying a DSLR ?,Y,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Digital Cameras,0,,0,,0,,0,,0,,0,
How do I save a PowerPoint presentation with the notes page ? ,How do I save a PowerPoint presentation with the notes page as a Word document or as a pdf file ?,Y,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Word,0,,0,,0,
What might the descendants of the Carthaginians be like today if Carthage had never been conquered by the Romans ? ,What might the descendants of the Carthaginians be like today if Carthage had never been conquered by the Romans ( or had they beaten the Romans ) ?,Y,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Romans,0,,0,,0,,0,,0,,0,,0,,0,
How did the Iranians lose to the Iraqis in their 80s war ? ,How did the Iranians lose to the Iraqis in their 80s war yet they look far away today militarily ?,Y,0,,1,today,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Why do intelligent young people with bright minds give up everything just to join terrorist groups ? ,Why do intelligent young people with bright minds give up everything just to join terrorist groups like ISIS ?,Y,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,ISIS,0,,0,,0,,0,,0,,0,
Is a writ necessary if the deed reads two words but only one ? ,Is a writ necessary if the deed reads two words but only one word as plaintiff in an unlawful detainer in CA ?,Y,0,,0,,0,,0,,1,CA,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Do the materials like steel and iron travel by train-only on land , or do they use trucks and planes too ? ","Do the materials like steel and iron travel by train-only on land , or do they use trucks and planes too , like Amazon , Ebay , and Jet propulsion ?",Y,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,"Amazon,Ebay",0,,0,,1,Jet,0,,0,,0,
"For him , what would be the first five reasons ? ","For him , what would be the first five reasons to belong to the Mormon church ?",Y,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Mormon,0,,0,,0,,0,,0,,0,,0,,0,
What are some stupid mistakes Brits make ? ,What are some stupid mistakes Brits make when they speak English ?,Y,0,,0,,0,,0,,0,,1,English,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Why can't countries afford China's high quality products , but have to buy higher quality products ? ","Why can't countries afford China's high quality products , but have to buy higher quality Chinese products ?",Y,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Chinese,0,,0,,0,,0,,0,,0,,0,,0,
What country is the best place to study an MS ? ,What country is the best place to study an MS in ECE ?,Y,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,ECE,0,,0,,0,,0,,0,,0,
How can I possibly turn off syntax highlighting in Sublime Text ? ,How can I possibly turn off syntax highlighting in Sublime Text for Golang ?,Y,0,,0,,0,,0,,1,Golang,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
What are your views on the Indian claim of lightning strikes ? ,What are your views on the Indian claim of lightning strikes in Pakistan ?,Y,0,,0,,0,,0,,1,Pakistan,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Hey Quora Trump supporters - do you still support Donald ? ,Hey Quora Trump supporters - do you still support Donald after the release today of the green room banter video tape ?,Y,0,,1,today,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"What were the side effects of the cambodia earthquake , and how do these effects relate to the Andreanof Islands earthquake ? ","What were the side effects of the cambodia earthquake , and how do these effects relate to the Andreanof Islands earthquake in 1957 ?",Y,0,,1,1957,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"If you are granted a wish , what will you choose ? ","If you are granted a wish to possess one super-power , what will you choose ?",Y,1,one,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
The FBI assassinated those figures or losers as coverups ? ,The FBI assassinated those figures or losers as coverups : so was John Lennon assassinated by them ?,Y,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,John Lennon,0,,0,,0,,0,
"How is it possible for the center of a black hole to be infinitely small , that is , a huge unit of mass ? ","How is it possible for the center of a black hole to be infinitely small , that is , a huge unit of mass occupying zero mass ?",Y,1,zero,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
How will the decision to illegalize the 500 and 1000 Rs notes help to us rid of this money in the Swiss market ? ,How will the decision to illegalize the 500 and 1000 Rs notes help to us rid of this money in the Swiss market or maybe in other swiss banks and currencies ?,Y,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,swiss,0,,0,,0,,0,,0,,0,,0,,0,
Which things are cheaper in Singapore ? ,Which things are cheaper in Singapore than in India ?,Y,0,,0,,0,,0,,1,India,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
How much does an A-list actress get paid for a really minor role ? ,How much does an A-list actress like Halle Berry get paid for a really minor role ?,Y,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Halle Berry,0,,0,,0,,0,
What does the word monolith : A Space Odyssey signify ? ,What does the word monolith in 2001 : A Space Odyssey signify ?,Y,0,,1,2001,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Do I need her permission before uploading a cover of a Bollywood song ? ,Do I need her permission before uploading a cover of a Bollywood song on YouTube ?,Y,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,YouTube,0,,0,,0,
What happens ? ,What happens during the interaction of two forces ?,Y,1,two,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
What are these gifts for a foreign visitor to bring when they're invited to someone's home ? ,What are these gifts for a foreign visitor to bring when they're invited to someone's home in Barbados ?,Y,0,,0,,0,,0,,1,Barbados,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
What are the best cell phone plans for international flights ? ,What are the best cell phone plans for international flights back in the US ?,Y,0,,0,,0,,0,,1,US,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Why Modi government has under-performed ? ,Why Modi government has under-performed in its investment to India ?,Y,0,,0,,0,,0,,1,India,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
what should I absolutely try to take ? ,"As a CS student , what should I absolutely try to take ?",Y,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,CS,0,,0,,0,,0,,0,,0,
Why was Austria-Hungary divided into a few states ? ,Why was Austria-Hungary divided into a few states after WWI but Germany ?,Y,0,,0,,1,WWI,0,,1,Germany,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Is a writ necessary if the deed reads two trustees but only one ? ,Is a writ necessary if the deed reads two trustees but only one filed as plaintiff in an alleged detainer in CA ?,Y,0,,0,,0,,0,,1,CA,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Is Google Chrome OS programmed using it ? ,"Is Google Chrome OS programmed using it , or C++ ?",Y,0,,0,,0,,0,,0,,0,,1,C++,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
What should I learn next ? ,What should I learn next after learning Java ?,Y,0,,0,,0,,0,,1,Java,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Is taking wrong charges or GAFF charges instead RESP charges for each molecule leads to high fluctuations in energy ? ,Is taking wrong charges or GAFF charges instead RESP charges for each molecule leads to high fluctuations in energy during NPT ?,Y,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,NPT,0,,0,,0,,0,,0,,0,
Why are ATM fees 180 Baht / $ 6 ? ,Why are ATM fees 180 Baht / about US $ 6 ?,Y,0,,0,,0,,0,,1,US,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
How safe is it logging into a bank account through a personal finance program ? ,How safe is it logging into a bank account through a personal finance program like Perfios and allowing automatic access ?,Y,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Perfios,0,,0,,0,,0,,0,,0,
What are good gifts for a foreign visitor to bring when they're invited to someone's home ? ,What are good gifts for a foreign visitor to bring when they're invited to someone's home in Pakistan ?,Y,0,,0,,0,,0,,1,Pakistan,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
